trip_id,rider_id,zone,distance_km,duration_min,fare_amount,payment_mode,ride_date,surge_flag,hour,is_peak_hour,surge_flag_computed,zone_name,population_density,traffic_index,avg_speed_kmph,zone_type,traffic_level,traffic_level_encoded,age,gender,city,days_since_signup,avg_rating,avg_ride_distance,avg_ride_fare,ride_cancellation_rate,surge_trips_pct,trip_count
T00338,R0136,Zone_1,2.52,16.42,53.39,Cash,2023-02-11,1,4,0,1,Zone_1,4921,2.43,30.9,Residential,High,2.0,34.0,Male,Hyderabad,2777.0,3.82,6.715,85.69749999999999,0.03235294117647059,0.6,4.0
T00339,R0152,Zone_5,8.48,84.12,165.16,UPI,2024-05-08,1,15,0,0,Zone_5,2590,1.31,43.9,Business,Medium,1.0,34.0,Female,Bengaluru,1941.0,3.91,9.706,179.3808,0.16666666666666666,0.6666666666666666,5.0
T00340,R0223,Zone_1,12.0,90.38,197.57,Wallet,2023-09-14,1,18,1,0,Zone_1,4921,2.43,30.9,Residential,High,2.0,30.0,Female,Surat,2463.0,4.04,6.98775,123.40125,0.06289308176100629,0.6666666666666666,8.0
T00341,R0054,Zone_5,15.63,117.8,255.15,Cash,2023-08-12,0,3,0,0,Zone_5,2590,1.31,43.9,Business,Medium,1.0,25.0,Other,Mumbai,1884.0,3.58,15.63,255.15,0.08208955223880597,0.0,1.0
T00342,R0105,Zone_5,3.4,31.54,36.83,Credit Card,2023-02-12,1,2,0,0,Zone_5,2590,1.31,43.9,Business,Medium,1.0,31.0,Female,Jaipur,2159.0,3.69,7.933333333333334,108.42666666666666,0.025936599423631124,0.6923076923076923,12.0
T00343,R0232,Zone_7,4.88,42.08,121.38,UPI,2024-06-08,1,16,0,1,Zone_7,11070,0.64,45.2,Industrial,Low,0.0,38.0,Male,Jaipur,1358.0,3.94,7.30476923076923,114.67999999999999,0.08670520231213873,0.5714285714285714,13.0
T00344,R0036,Zone_8,17.02,161.82,174.34,Cash,2023-08-24,1,16,0,0,Zone_8,4516,1.93,31.0,Business,Medium,1.0,30.0,Male,Surat,1625.0,4.9,9.31,148.78857142857143,0.08426966292134831,0.625,7.0
T00345,R0174,Zone_9,7.87,67.67,133.1,Cash,2023-01-22,1,11,0,0,Zone_9,11037,1.83,56.1,Mixed,Medium,1.0,32.0,Male,Kolkata,2758.0,3.8,8.877142857142857,131.68428571428572,0.021806853582554516,0.125,7.0
T00346,R0051,Zone_1,4.311999999999999,22.26,93.22,Credit Card,2023-05-04,1,13,0,1,Zone_1,4921,2.43,30.9,Residential,High,2.0,21.0,Male,Kolkata,2335.0,4.02,5.917199999999999,110.102,0.06542056074766354,0.45454545454545453,10.0
T00347,R0140,Zone_4,4.41,35.96,40.09,UPI,2023-02-08,1,20,1,0,Zone_4,4038,2.46,48.2,Business,High,2.0,29.0,Male,Delhi,2323.0,4.92,7.0092,135.906,0.09,0.3333333333333333,5.0
T00348,R0155,Zone_3,3.14,26.64,33.21,Wallet,2023-06-30,1,5,0,0,Zone_3,12971,2.11,38.0,Business,High,2.0,23.0,Male,Hyderabad,2755.0,3.14,7.47625,116.46375,0.022598870056497175,0.3333333333333333,8.0
T00349,R0018,Zone_9,5.8,30.14,46.49,Wallet,2023-04-28,1,2,0,0,Zone_9,11037,1.83,56.1,Mixed,Medium,1.0,49.0,Female,Delhi,1326.0,3.29,9.031666666666666,174.05499999999998,0.19239373601789708,0.8571428571428571,6.0
T00350,R0184,Zone_1,13.44,90.43,219.56,Cash,2023-10-19,0,8,1,0,Zone_1,4921,2.43,30.9,Residential,High,2.0,29.0,Female,Surat,2367.0,3.97,8.645,151.59,0.0944055944055944,0.6666666666666666,8.0
T00351,R0278,Zone_7,12.44,86.85,295.14,UPI,2024-05-17,0,4,0,1,Zone_7,11070,0.64,45.2,Industrial,Low,0.0,20.0,Female,Mumbai,1820.0,4.27,10.838888888888889,225.63822222222223,0.1514360313315927,0.3,9.0
T00352,R0190,Zone_1,2.13,11.74,23.56,Wallet,2024-07-31,0,23,0,0,Zone_1,4921,2.43,30.9,Residential,High,2.0,35.0,Other,Surat,2162.0,4.12,7.603111111111111,121.74711111111111,0.1709090909090909,0.6,9.0
T00353,R0066,Zone_1,9.07,47.59,170.17,Credit Card,2023-06-11,1,16,0,0,Zone_1,4921,2.43,30.9,Residential,High,2.0,38.0,Female,Bengaluru,1546.0,4.72,10.6175,144.035,0.16666666666666666,0.6,4.0
T00354,R0094,Zone_5,5.99,42.89,112.32,Cash,2023-10-03,1,13,0,0,Zone_5,2590,1.31,43.9,Business,Medium,1.0,41.0,Other,Delhi,1232.0,4.87,7.953333333333333,124.56666666666666,0.1288981288981289,0.42857142857142855,6.0
T00355,R0042,Zone_3,11.91,74.32,100.52,Cash,2024-07-01,0,20,1,0,Zone_3,12971,2.11,38.0,Business,High,2.0,18.0,Female,Chennai,1925.0,3.03,9.232,147.696,0.16666666666666666,0.0,5.0
T00356,R0252,Zone_6,7.22,71.74,179.88,UPI,2023-01-30,0,2,0,1,Zone_6,14627,0.54,37.6,Mixed,Low,0.0,38.0,Male,Ahmedabad,2164.0,4.83,6.275625,105.128125,0.11959287531806616,0.5294117647058824,16.0
T00357,R0070,Zone_2,9.86,84.18,174.1,UPI,2023-02-03,1,0,0,0,Zone_2,6371,0.91,58.4,Residential,Low,0.0,33.0,Male,Bengaluru,1332.0,3.54,12.780285714285712,244.9774285714286,0.01929260450160772,0.5,7.0
T00358,R0262,Zone_4,7.21,64.54,104.14,UPI,2023-10-29,0,19,1,0,Zone_4,4038,2.46,48.2,Business,High,2.0,30.0,Male,Ahmedabad,2685.0,3.35,6.566888888888889,107.48444444444443,0.0,0.2,9.0
T00359,R0266,Zone_6,2.94,23.28,30.06,UPI,2024-01-22,1,20,1,0,Zone_6,14627,0.54,37.6,Mixed,Low,0.0,29.0,Other,Chennai,2162.0,3.9,8.107777777777777,139.39177777777778,0.13131313131313133,0.6,9.0
T00360,R0135,Zone_8,8.24,46.06,136.7,Credit Card,2024-08-06,1,22,0,0,Zone_8,4516,1.93,31.0,Business,Medium,1.0,38.0,Female,Ahmedabad,1645.0,3.47,8.402000000000001,122.67875,0.05194805194805195,0.6666666666666666,8.0
T00361,R0205,Zone_8,1.64,12.3,18.88,Credit Card,2024-04-13,1,0,0,0,Zone_8,4516,1.93,31.0,Business,Medium,1.0,31.62815884476534,Male,Surat,2664.0,4.66,6.387499999999999,66.475,0.13861386138613863,0.6,4.0
T00362,R0011,Zone_8,11.74,91.77,271.65,UPI,2024-04-20,1,2,0,1,Zone_8,4516,1.93,31.0,Business,Medium,1.0,26.0,Male,Chennai,2326.0,4.0,8.9784,163.12199999999999,0.16267942583732056,0.45454545454545453,10.0
T00363,R0163,Zone_9,4.6,41.6,101.86,Wallet,2023-01-09,0,17,0,1,Zone_9,11037,1.83,56.1,Mixed,Medium,1.0,33.0,Other,Ahmedabad,2380.0,3.56,6.263333333333333,108.22666666666667,0.06930693069306931,0.0,3.0
T00364,R0289,Zone_2,4.97,39.77,98.47,Credit Card,2023-10-20,0,9,1,0,Zone_2,6371,0.91,58.4,Residential,Low,0.0,31.62815884476534,Other,Chennai,1792.0,4.17,8.199,154.31,0.043343653250773995,0.5555555555555556,8.0
T00365,R0025,Zone_6,7.96,43.83,195.74,Credit Card,2024-03-19,1,21,1,1,Zone_6,14627,0.54,37.6,Mixed,Low,0.0,21.0,Female,Mumbai,1770.0,4.01,9.45,143.88600000000002,0.06976744186046512,0.16666666666666666,5.0
T00366,R0096,Zone_6,10.89,105.07,117.8,Credit Card,2024-01-16,1,2,0,0,Zone_6,14627,0.54,37.6,Mixed,Low,0.0,40.0,Female,Kolkata,2434.0,4.46,5.482,70.99,0.02459016393442623,0.3333333333333333,5.0
T00367,R0289,Zone_2,7.15,66.44,145.31,Credit Card,2024-05-24,1,7,1,0,Zone_2,6371,0.91,58.4,Residential,Low,0.0,31.62815884476534,Other,Chennai,1792.0,4.17,8.199,154.31,0.043343653250773995,0.5555555555555556,8.0
T00368,R0046,Zone_5,16.21,93.77,326.52,Cash,2024-04-29,0,13,0,0,Zone_5,2590,1.31,43.9,Business,Medium,1.0,31.0,Female,Kolkata,2568.0,3.87,10.0025,162.0525,0.125,0.4444444444444444,8.0
T00370,R0263,Zone_8,16.58,129.55,182.4,UPI,2023-07-30,1,23,0,0,Zone_8,4516,1.93,31.0,Business,Medium,1.0,31.0,Other,Chennai,2066.0,3.84,8.718333333333332,128.9725,0.07046979865771812,0.5384615384615384,12.0
T00371,R0122,Zone_2,6.83,37.86,114.4,Wallet,2023-04-09,1,17,0,0,Zone_2,6371,0.91,58.4,Residential,Low,0.0,31.62815884476534,Female,Kolkata,1374.0,4.98,8.26,175.995,0.052307692307692305,0.6666666666666666,2.0
T00372,R0039,Zone_5,0.59,3.19,9.63,UPI,2023-08-02,0,14,0,0,Zone_5,2590,1.31,43.9,Business,Medium,1.0,24.0,Male,Chennai,1013.0,4.2,4.837142857142857,71.77085714285714,0.07329842931937172,0.25,7.0
T00373,R0056,Zone_7,14.1,122.83,199.13,Credit Card,2024-04-20,1,21,1,0,Zone_7,11070,0.64,45.2,Industrial,Low,0.0,40.0,Other,Hyderabad,2008.0,3.25,7.357777777777778,103.08777777777777,0.13829787234042554,0.6,9.0
T00374,R0168,Zone_8,5.92,56.52,144.08,Cash,2023-02-27,0,22,0,1,Zone_8,4516,1.93,31.0,Business,Medium,1.0,23.0,Male,Pune,2515.0,4.03,7.259600000000001,113.862,0.15677966101694915,0.3333333333333333,5.0
T00375,R0129,Zone_2,8.19,57.57800000000001,127.35,Wallet,2023-11-11,0,1,0,0,Zone_2,6371,0.91,58.4,Residential,Low,0.0,35.0,Male,Hyderabad,1419.0,3.9,8.17090909090909,129.90727272727273,0.06289308176100629,0.5833333333333334,11.0
T00376,R0110,Zone_1,11.14,68.08,170.22,Cash,2024-05-07,0,9,1,0,Zone_1,4921,2.43,30.9,Residential,High,2.0,31.62815884476534,Female,Kolkata,1300.0,4.43,8.205714285714285,134.95571428571427,0.12444444444444444,0.375,7.0
T00377,R0197,Zone_4,0.02,0.19,0.25,UPI,2024-03-11,0,1,0,0,Zone_4,4038,2.46,48.2,Business,High,2.0,29.0,Female,Bengaluru,2149.0,3.87,7.108,96.998,0.18277310924369747,0.36363636363636365,10.0
T00378,R0053,Zone_6,16.15,86.4,233.26,Credit Card,2023-06-30,0,16,0,0,Zone_6,14627,0.54,37.6,Mixed,Low,0.0,45.0,Female,Delhi,2537.0,4.85,11.0,178.26,0.109375,0.2,4.0
T00379,R0288,Zone_5,12.37,74.24,206.15,UPI,2023-04-21,0,7,1,0,Zone_5,2590,1.31,43.9,Business,Medium,1.0,42.0,Male,Ahmedabad,1823.0,4.56,6.51,99.45,0.11363636363636363,0.2222222222222222,8.0
T00380,R0095,Zone_3,9.76,91.81,107.79,Wallet,2024-06-20,1,0,0,0,Zone_3,12971,2.11,38.0,Business,High,2.0,29.0,Female,Chennai,2150.0,4.26,8.826923076923077,151.16615384615386,0.15975103734439833,0.42857142857142855,13.0
T00381,R0184,Zone_10,12.45,65.64,223.92,Credit Card,2023-01-16,1,8,1,0,Zone_10,2440,1.54,35.4,Industrial,Medium,1.0,29.0,Female,Surat,2367.0,3.97,8.645,151.59,0.0944055944055944,0.6666666666666666,8.0
T00382,R0012,Zone_7,10.78,83.18,92.76,UPI,2023-05-25,1,10,0,0,Zone_7,11070,0.64,45.2,Industrial,Low,0.0,31.0,Female,Hyderabad,1681.0,3.31,5.8484,70.55199999999999,0.04417670682730924,0.6666666666666666,5.0
T00383,R0195,Zone_6,8.58,81.92,159.71,Credit Card,2023-11-28,1,21,1,0,Zone_6,14627,0.54,37.6,Mixed,Low,0.0,33.0,Male,Kolkata,1918.0,4.97,7.737111111111111,116.0188888888889,0.136986301369863,0.5,9.0
T00384,R0067,Zone_4,6.46,49.476000000000006,128.32,Credit Card,2023-01-28,0,15,0,0,Zone_4,4038,2.46,48.2,Business,High,2.0,32.0,Male,Pune,1495.0,3.38,8.697692307692307,141.93615384615384,0.025787965616045846,0.42857142857142855,13.0
T00385,R0110,Zone_3,4.3,21.99,82.52,Cash,2024-04-30,1,6,0,0,Zone_3,12971,2.11,38.0,Business,High,2.0,31.62815884476534,Female,Kolkata,1300.0,4.43,8.205714285714285,134.95571428571427,0.12444444444444444,0.375,7.0
T00386,R0009,Zone_2,9.44,90.19,229.79,UPI,2023-08-08,0,9,1,1,Zone_2,6371,0.91,58.4,Residential,Low,0.0,42.0,Female,Ahmedabad,2447.0,4.11,9.268571428571429,130.91285714285715,0.12138728323699421,0.375,7.0
T00387,R0275,Zone_3,9.81,51.13,99.7,Credit Card,2024-03-04,1,22,0,0,Zone_3,12971,2.11,38.0,Business,High,2.0,21.0,Other,Jaipur,1423.0,3.07,8.4625,81.51750000000001,0.06854838709677419,0.6,4.0
T00388,R0112,Zone_7,13.42,97.7,132.57,Credit Card,2024-08-07,0,2,0,0,Zone_7,11070,0.64,45.2,Industrial,Low,0.0,41.0,Female,Delhi,2113.0,3.24,8.953,115.027,0.035256410256410256,0.36363636363636365,10.0
T00389,R0198,Zone_3,9.0,71.82,152.12,Wallet,2023-05-25,1,17,0,0,Zone_3,12971,2.11,38.0,Business,High,2.0,31.62815884476534,Other,Mumbai,1721.0,3.85,9.7775,147.1275,0.11330049261083744,0.6,4.0
T00390,R0296,Zone_10,3.73,22.49,81.24,UPI,2024-01-10,1,23,0,1,Zone_10,2440,1.54,35.4,Industrial,Medium,1.0,37.0,Other,Hyderabad,2014.0,3.97,11.351428571428572,187.83285714285714,0.1483375959079284,0.375,7.0
T00391,R0094,Zone_2,0.12,0.86,1.07,Credit Card,2024-05-15,0,12,0,0,Zone_2,6371,0.91,58.4,Residential,Low,0.0,41.0,Other,Delhi,1232.0,4.87,7.953333333333333,124.56666666666666,0.1288981288981289,0.42857142857142855,6.0
T00392,R0014,Zone_1,7.36,66.1,171.59,Wallet,2023-05-07,0,6,0,1,Zone_1,4921,2.43,30.9,Residential,High,2.0,26.0,Female,Ahmedabad,1906.0,3.0,7.121333333333333,144.40233333333333,0.16257668711656442,0.14285714285714285,6.0
T00393,R0173,Zone_7,7.86,54.7,159.7,UPI,2023-06-03,1,3,0,0,Zone_7,11070,0.64,45.2,Industrial,Low,0.0,26.0,Other,Mumbai,2416.0,4.28,7.148571428571429,123.06714285714285,0.14102564102564102,0.75,7.0
T00394,R0068,Zone_4,7.51,70.61,110.17,Cash,2023-05-28,1,12,0,0,Zone_4,4038,2.46,48.2,Business,High,2.0,30.0,Female,Ahmedabad,1457.0,4.97,7.977777777777778,122.29222222222224,0.15317286652078774,0.5,9.0
T00395,R0051,Zone_9,0.35,2.22,3.27,Cash,2024-08-15,1,19,1,0,Zone_9,11037,1.83,56.1,Mixed,Medium,1.0,21.0,Male,Kolkata,2335.0,4.02,5.917199999999999,110.102,0.06542056074766354,0.45454545454545453,10.0
T00396,R0208,Zone_3,13.37,91.14,196.06,Credit Card,2023-01-22,1,0,0,0,Zone_3,12971,2.11,38.0,Business,High,2.0,24.0,Other,Chennai,2423.0,4.75,8.236666666666666,100.355,0.1484593837535014,0.2857142857142857,6.0
T00397,R0256,Zone_1,13.36,71.18,261.94,UPI,2024-07-08,0,7,1,0,Zone_1,4921,2.43,30.9,Residential,High,2.0,31.0,Female,Delhi,1981.0,3.65,6.908333333333334,125.63333333333333,0.03007518796992481,0.14285714285714285,6.0
T00398,R0124,Zone_10,3.88,37.71,93.97,Cash,2023-10-02,0,13,0,1,Zone_10,2440,1.54,35.4,Industrial,Medium,1.0,37.0,Other,Hyderabad,1540.0,3.59,8.516,138.338,0.05952380952380952,0.5,5.0
T00399,R0129,Zone_6,12.03,83.87,251.96,Wallet,2024-06-25,1,15,0,1,Zone_6,14627,0.54,37.6,Mixed,Low,0.0,35.0,Male,Hyderabad,1419.0,3.9,8.17090909090909,129.90727272727273,0.06289308176100629,0.5833333333333334,11.0
T00400,R0254,Zone_3,12.76,94.88,248.24,UPI,2024-01-01,0,13,0,0,Zone_3,12971,2.11,38.0,Business,High,2.0,18.0,Male,Delhi,2362.0,3.68,11.767142857142858,173.5142857142857,0.19230769230769232,0.375,7.0
T00401,R0273,Zone_2,8.19,69.1,106.28,UPI,2024-01-29,1,11,0,0,Zone_2,6371,0.91,58.4,Residential,Low,0.0,43.0,Male,Delhi,1440.0,3.76,12.475,159.57833333333335,0.16551724137931034,0.5714285714285714,6.0
T00402,R0258,Zone_6,3.26,29.49,44.3,Wallet,2024-06-20,1,18,1,0,Zone_6,14627,0.54,37.6,Mixed,Low,0.0,32.0,Female,Jaipur,2402.0,3.76,5.846000000000001,99.87,0.12420382165605096,0.5,5.0
T00403,R0009,Zone_3,16.07,154.61,132.04,Credit Card,2024-03-08,0,22,0,0,Zone_3,12971,2.11,38.0,Business,High,2.0,42.0,Female,Ahmedabad,2447.0,4.11,9.268571428571429,130.91285714285715,0.12138728323699421,0.375,7.0
T00404,R0266,Zone_4,9.9,93.13,150.23,UPI,2023-05-02,0,14,0,0,Zone_4,4038,2.46,48.2,Business,High,2.0,29.0,Other,Chennai,2162.0,3.9,8.107777777777777,139.39177777777778,0.13131313131313133,0.6,9.0
T00405,R0079,Zone_4,6.74,35.29,90.18,Wallet,2024-03-01,1,1,0,0,Zone_4,4038,2.46,48.2,Business,High,2.0,25.0,Male,Bengaluru,2164.0,4.92,9.115,153.10250000000002,0.19047619047619047,0.8,4.0
T00406,R0283,Zone_1,11.86,115.04,274.75,Wallet,2024-02-27,1,1,0,1,Zone_1,4921,2.43,30.9,Residential,High,2.0,19.0,Male,Surat,1169.0,3.55,7.9957142857142856,144.74714285714285,0.18292682926829268,0.375,7.0
T00407,R0106,Zone_1,16.11,85.39,157.69,Cash,2024-05-08,0,22,0,0,Zone_1,4921,2.43,30.9,Residential,High,2.0,32.0,Other,Bengaluru,1736.0,4.03,9.9175,109.655,0.14285714285714285,0.4,4.0
T00408,R0132,Zone_5,5.51,42.54,85.51,UPI,2024-02-15,0,21,1,0,Zone_5,2590,1.31,43.9,Business,Medium,1.0,23.0,Male,Surat,1357.0,3.32,6.309090909090909,99.24818181818182,0.05154639175257732,0.3333333333333333,11.0
T00409,R0186,Zone_8,11.46,111.49,132.95,UPI,2023-10-10,1,18,1,0,Zone_8,4516,1.93,31.0,Business,Medium,1.0,18.0,Other,Hyderabad,2085.0,3.26,9.797142857142857,134.11714285714285,0.05080213903743316,0.5,7.0
T00410,R0098,Zone_10,14.326,114.01,300.05,UPI,2023-09-08,1,21,1,1,Zone_10,2440,1.54,35.4,Industrial,Medium,1.0,21.0,Other,Bengaluru,1216.0,3.5,8.4345,133.96875,0.1951219512195122,0.3333333333333333,8.0
T00411,R0103,Zone_4,2.42,21.19,36.078,Credit Card,2023-06-18,0,21,1,0,Zone_4,4038,2.46,48.2,Business,High,2.0,37.0,Other,Surat,1372.0,3.07,7.936666666666667,137.0486666666667,0.07954545454545454,0.5,9.0
T00412,R0153,Zone_7,5.25,49.11,64.3,Cash,2023-01-07,0,16,0,0,Zone_7,11070,0.64,45.2,Industrial,Low,0.0,20.0,Male,Mumbai,2306.0,4.54,5.768,89.9188,0.18181818181818182,0.3333333333333333,5.0
T00413,R0172,Zone_8,5.01,40.1,53.07,UPI,2024-01-02,0,19,1,0,Zone_8,4516,1.93,31.0,Business,Medium,1.0,31.0,Other,Pune,2438.0,3.72,7.799090909090908,135.3281818181818,0.08284023668639054,0.3333333333333333,11.0
T00414,R0049,Zone_8,7.21,67.64,164.58,Wallet,2024-02-08,0,9,1,1,Zone_8,4516,1.93,31.0,Business,Medium,1.0,39.0,Male,Mumbai,2291.0,4.4,9.728333333333333,163.4,0.14627659574468085,0.42857142857142855,6.0
T00415,R0245,Zone_10,6.95,36.19,144.82,UPI,2023-07-01,0,5,0,1,Zone_10,2440,1.54,35.4,Industrial,Medium,1.0,35.0,Female,Hyderabad,2367.0,4.73,7.944,150.26600000000002,0.18045112781954886,0.3333333333333333,5.0
T00416,R0123,Zone_8,9.5,49.27,219.89,Cash,2024-05-26,1,14,0,1,Zone_8,4516,1.93,31.0,Business,Medium,1.0,32.0,Male,Bengaluru,1160.0,3.31,9.425,178.795,0.16560509554140126,0.4,4.0
T00417,R0030,Zone_8,3.9,26.49,53.68,Cash,2024-04-23,0,21,1,0,Zone_8,4516,1.93,31.0,Business,Medium,1.0,25.0,Other,Mumbai,2057.0,3.72,7.368181818181818,147.0090909090909,0.1309255079006772,0.25,11.0
T00418,R0261,Zone_3,4.89,34.6,109.0,UPI,2023-06-04,1,10,0,1,Zone_3,12971,2.11,38.0,Business,High,2.0,31.0,Male,Pune,1462.0,4.24,8.195,108.28833333333334,0.17364016736401675,0.5714285714285714,6.0
T00419,R0171,Zone_1,9.51,59.25,86.21,Cash,2024-07-02,0,4,0,0,Zone_1,4921,2.43,30.9,Residential,High,2.0,23.0,Female,Jaipur,2663.0,4.3,3.0300000000000002,35.779999999999994,0.06859205776173286,0.2,4.0
T00420,R0232,Zone_10,8.77,78.52,188.49,Cash,2023-05-16,1,0,0,1,Zone_10,2440,1.54,35.4,Industrial,Medium,1.0,38.0,Male,Jaipur,1358.0,3.94,7.30476923076923,114.67999999999999,0.08670520231213873,0.5714285714285714,13.0
T00421,R0132,Zone_8,12.37,80.33,158.37,Wallet,2024-04-25,1,7,1,0,Zone_8,4516,1.93,31.0,Business,Medium,1.0,23.0,Male,Surat,1357.0,3.32,6.309090909090909,99.24818181818182,0.05154639175257732,0.3333333333333333,11.0
T00422,R0298,Zone_1,10.05,61.85,106.57,Cash,2024-07-13,0,20,1,0,Zone_1,4921,2.43,30.9,Residential,High,2.0,35.0,Female,Ahmedabad,2346.0,3.88,9.027142857142858,150.88542857142855,0.16666666666666666,0.375,7.0
T00423,R0126,Zone_4,11.86,84.04,104.63,Credit Card,2024-05-13,1,11,0,0,Zone_4,4038,2.46,48.2,Business,High,2.0,29.0,Female,Surat,1432.0,3.65,5.95,69.15333333333332,0.04854368932038835,0.42857142857142855,6.0
T00425,R0280,Zone_7,6.08,41.88,74.74,UPI,2023-05-10,0,11,0,0,Zone_7,11070,0.64,45.2,Industrial,Low,0.0,26.0,Male,Chennai,1184.0,4.43,8.461666666666666,122.55,0.1329479768786127,0.5714285714285714,6.0
T00426,R0177,Zone_9,17.24,167.72,310.76,UPI,2023-10-16,1,4,0,0,Zone_9,11037,1.83,56.1,Mixed,Medium,1.0,34.0,Other,Bengaluru,1289.0,4.48,9.645,155.56333333333333,0.12857142857142856,0.5384615384615384,12.0
T00427,R0116,Zone_7,9.96,63.62,227.53,Credit Card,2023-11-16,0,6,0,1,Zone_7,11070,0.64,45.2,Industrial,Low,0.0,34.0,Male,Bengaluru,2392.0,4.58,10.122,158.832,0.12552301255230125,0.16666666666666666,5.0
T00428,R0252,Zone_6,11.74,101.14,211.83,Cash,2024-05-16,0,3,0,0,Zone_6,14627,0.54,37.6,Mixed,Low,0.0,38.0,Male,Ahmedabad,2164.0,4.83,6.275625,105.128125,0.11959287531806616,0.5294117647058824,16.0
T00429,R0022,Zone_7,9.36,52.4,222.66,UPI,2023-02-19,0,5,0,1,Zone_7,11070,0.64,45.2,Industrial,Low,0.0,43.0,Female,Kolkata,2173.0,3.32,7.457142857142857,118.17428571428572,0.004524886877828055,0.5,7.0
T00430,R0108,Zone_6,10.13,52.56,173.97,Cash,2024-02-23,0,12,0,0,Zone_6,14627,0.54,37.6,Mixed,Low,0.0,18.0,Male,Pune,2645.0,4.88,5.6000000000000005,105.21833333333332,0.17297297297297298,0.0,6.0
T00431,R0036,Zone_2,6.85,61.24,133.58,Credit Card,2024-02-26,0,19,1,0,Zone_2,6371,0.91,58.4,Residential,Low,0.0,30.0,Male,Surat,1625.0,4.9,9.31,148.78857142857143,0.08426966292134831,0.625,7.0
T00432,R0075,Zone_6,25.86,178.53,344.97,Credit Card,2024-06-26,1,14,0,0,Zone_6,14627,0.54,37.6,Mixed,Low,0.0,18.0,Female,Mumbai,1945.0,4.83,11.7535,168.93550000000002,0.06422018348623854,0.6,4.0
T00433,R0132,Zone_6,6.02,37.05,97.71,Wallet,2023-03-20,0,2,0,0,Zone_6,14627,0.54,37.6,Mixed,Low,0.0,23.0,Male,Surat,1357.0,3.32,6.309090909090909,99.24818181818182,0.05154639175257732,0.3333333333333333,11.0
T00434,R0113,Zone_6,7.81,68.77,146.59,Credit Card,2023-05-07,0,22,0,0,Zone_6,14627,0.54,37.6,Mixed,Low,0.0,31.62815884476534,Other,Chennai,2728.0,4.61,6.8775,137.03625,0.06132075471698113,0.4444444444444444,8.0
T00435,R0118,Zone_3,4.12,33.38,98.53,Cash,2024-08-03,0,7,1,1,Zone_3,12971,2.11,38.0,Business,High,2.0,29.0,Male,Surat,1066.0,4.13,9.555,133.1725,0.14457831325301204,0.6,4.0
T00436,R0155,Zone_1,13.53,122.37,318.68,Credit Card,2023-07-05,0,19,1,1,Zone_1,4921,2.43,30.9,Residential,High,2.0,23.0,Male,Hyderabad,2755.0,3.14,7.47625,116.46375,0.022598870056497175,0.3333333333333333,8.0
T00437,R0167,Zone_1,5.24,44.91,76.91,Cash,2024-02-03,1,15,0,0,Zone_1,4921,2.43,30.9,Residential,High,2.0,44.0,Male,Hyderabad,1463.0,4.75,9.187142857142858,153.65,0.0423728813559322,0.5,7.0
T00438,R0147,Zone_4,7.7,47.39,74.01,Wallet,2023-11-17,0,12,0,0,Zone_4,4038,2.46,48.2,Business,High,2.0,35.0,Male,Mumbai,1459.0,3.91,7.94375,127.655,0.0875,0.5555555555555556,8.0
T00439,R0177,Zone_4,5.36,48.65,47.27,Wallet,2023-01-29,1,17,0,0,Zone_4,4038,2.46,48.2,Business,High,2.0,34.0,Other,Bengaluru,1289.0,4.48,9.645,155.56333333333333,0.12857142857142856,0.5384615384615384,12.0
T00440,R0125,Zone_2,7.31,37.33,145.67,Credit Card,2023-09-22,0,9,1,0,Zone_2,6371,0.91,58.4,Residential,Low,0.0,44.0,Male,Ahmedabad,1223.0,3.89,9.295,186.12666666666667,0.19,0.2857142857142857,6.0
T00441,R0259,Zone_6,6.58,37.19,116.31,Credit Card,2023-05-17,1,18,1,0,Zone_6,14627,0.54,37.6,Mixed,Low,0.0,32.0,Male,Jaipur,2620.0,3.52,9.901,160.385,0.17880794701986755,0.3333333333333333,8.0
T00442,R0229,Zone_2,7.78,70.99,182.86,Cash,2023-01-12,1,16,0,1,Zone_2,6371,0.91,58.4,Residential,Low,0.0,31.62815884476534,Male,Mumbai,2103.0,4.43,7.736,137.7,0.10884353741496598,0.3333333333333333,5.0
T00443,R0015,Zone_10,7.74,59.73,140.85,Credit Card,2024-08-02,0,23,0,0,Zone_10,2440,1.54,35.4,Industrial,Medium,1.0,28.0,Other,Chennai,1347.0,3.87,6.0,119.57000000000001,0.02127659574468085,0.16666666666666666,5.0
T00444,R0188,Zone_6,7.23,46.75,174.1,Wallet,2024-06-10,0,18,1,1,Zone_6,14627,0.54,37.6,Mixed,Low,0.0,24.0,Male,Delhi,2233.0,3.15,6.112500000000001,116.61,0.14645308924485126,0.4,4.0
T00445,R0133,Zone_3,7.16,40.94,90.92,Credit Card,2024-04-07,1,22,0,0,Zone_3,12971,2.11,38.0,Business,High,2.0,25.0,Female,Delhi,2602.0,4.4,7.21,86.54177777777778,0.07051282051282051,0.6,9.0
T00446,R0107,Zone_4,14.54,124.1,302.41,UPI,2024-08-13,0,4,0,1,Zone_4,4038,2.46,48.2,Business,High,2.0,33.0,Male,Hyderabad,2420.0,3.66,7.513999999999999,151.405,0.07777777777777778,0.2,4.0
